Name,Link,Prize Pool,Buy In,Top Prize,Max Entries,Entries,Cash Line,Winner,Winning Score,Week
NFL GIANT $10 Double Up [Single Entry],Contest,50000.0,10.0,20,1,5748,162.38,BornInTheUSA,248.14,Week 16
NFL GIANT $10 Double Up,Contest,50000.0,10.0,20,100,5748,170.76,jbrunecz,231.14,Week 16
NFL $50K Pylon [Single Entry],Contest,50000.0,3.0,5000,1,19818,165.04,Incrediblehlk,243.7,Week 16
NFL $50K mini-MAX [150 Max Entry],Contest,50000.0,0.5,5000,150,118907,171.06,cupcake19,263.08,Week 16
NFL $50K Flea Flicker,Contest,50000.0,5.0,5000,150,11891,173.54,cupcake19,263.08,Week 16
NFL $50K Engage Eight [3 Entry Max],Contest,50000.0,8.0,5000,3,7353,169.04,mabbott788,243.18,Week 16
NFL $50K Checkdown Pass [2 Entry Max],Contest,50000.0,777.0,10000,2,72,176.5,Klavallee,222.74,Week 16
"NFL GIANT $1,060 50-50",Contest,40000.0,1060.0,2000,1,41,166.34,madoublet98,222.24,Week 16
NFL $40K Stiff Arm [Single Entry],Contest,40000.0,555.0,10000,1,81,180.16,3rd_and_schlong,209.44,Week 16
NFL $40K Juke [3 Entry Max],Contest,40000.0,400.0,10000,3,112,176.96,BornInTheUSA,248.14,Week 16
NFL $35K Quarter Jukebox [Just $0.25!],Contest,35000.0,0.25,1500,20,166469,164.1,cupcake19,263.08,Week 16
NFL $30K Spin Move [Single Entry],Contest,30000.0,300.0,5000,1,112,171.94,ktown82,217.44,Week 16
NFL $30K Wildcat [$10K to 1st],Contest,30000.0,333.0,10000,3,101,170.98,3rd_and_schlong,209.44,Week 16
"NFL GIANT $2,120 50-50",Contest,28000.0,2120.0,4000,1,15,180.16,hoop2410 | 3rd_and_schlong,209.44,Week 16
NFL GIANT $5 Double Up,Contest,25000.0,5.0,10,100,5748,174.98,scootermcshooter,236.74,Week 16
NFL GIANT $50 Double Up [Single Entry],Contest,25000.0,50.0,100,1,569,164.46,madoublet98,222.24,Week 16
NFL GIANT $25 Double Up,Contest,25000.0,25.0,50,34,1150,176.14,madoublet98 | madoublet98 | madoublet98,222.24,Week 16
NFL $25K Red Zone [Single Entry],Contest,25000.0,50.0,3000,1,569,166.78,Shill3,229.8,Week 16
NFL $25K Fair Catch [Single Entry],Contest,25000.0,12.0,2000,1,2451,173.16,bigwurm79,236.5,Week 16
NFL $25K Chop Block,Contest,25000.0,50.0,3000,17,569,175.34,BornInTheUSA,248.14,Week 16
NFL GIANT $530 50-50,Contest,25000.0,530.0,1000,1,51,166.34,180DegreesMiami,216.54,Week 16
NFL GIANT $250 Double Up [Single Entry],Contest,25000.0,250.0,500,1,112,166.64,3rd_and_schlong | hoop2410,209.44,Week 16
NFL GIANT $100 Double Up [Single Entry],Contest,25000.0,100.0,200,1,278,165.74,AngryFish,220.64,Week 16
NFL $25K Touchdown,Contest,25000.0,200.0,5000,4,139,173.8,BornInTheUSA,248.14,Week 16
NFL GIANT Single Entry $5 Double Up,Contest,20000.0,5.0,10,1,4598,162.76,babysdaddy,244.64,Week 16
NFL GIANT $2 Double Up,Contest,20000.0,2.0,4,20,11495,162.96,Trexler13,248.14,Week 16
NFL GIANT $10 Double Up,Contest,20000.0,10.0,20,68,2299,176.14,jbrunecz,231.14,Week 16
NFL GIANT $10 Double Up [Single Entry],Contest,20000.0,10.0,20,1,2299,164.46,bro8484,253.24,Week 16
NFL $20K Super Booster [Top 200 Win $100],Contest,20000.0,4.0,100,20,5883,195.8,BornInTheUSA,248.14,Week 16
NFL GIANT $50 Double Up,Contest,20000.0,50.0,100,13,455,173.38,BornInTheUSA | BornInTheUSA,248.14,Week 16
NFL GIANT $250 Double Up,Contest,20000.0,250.0,500,2,89,169.94,180DegreesMiami,216.54,Week 16
NFL $20K Hot Route,Contest,20000.0,100.0,3000,6,223,176.34,I_Slewfoot_U,225.58,Week 16
NFL $15K Singleback [3 Entry Max],Contest,15000.0,1.0,750,3,17836,166.06,DoubleG405,247.0,Week 16
NFL $15K Safety,Contest,15000.0,2.0,1500,20,8918,168.64,PX15,253.24,Week 16
NFL $15K Hail Mary,Contest,15000.0,12.0,1500,44,1471,178.74,BornInTheUSA,248.14,Week 16
NFL $15K Play-Action [20 Entry Max],Contest,15000.0,3.0,1000,20,5946,165.28,TheFFOracle,235.14,Week 16
NFL $15K Front Four [20 Entry Max],Contest,15000.0,4.0,1000,20,4459,171.1,TheFFOracle,235.14,Week 16
NFL $100 Double Up,Contest,15000.0,100.0,200,4,167,174.24,srn828 | srn828 | srn828 | srn828,220.24,Week 16
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13600.0,225.0,0,2,68,195.94,ravensforrepeat,212.4,Week 16
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13000.0,16.0,0,28,956,200.68,Xela7,245.46,Week 16
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13000.0,5.0,0,92,3092,199.38,RBell57,238.02,Week 16
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13000.0,50.0,0,9,306,199.94,Kellybundyswag,217.76,Week 16
NFL BIG 10x Booster [Top 500 Win $20],Contest,10000.0,2.0,20,20,5883,185.08,BornInTheUSA,248.14,Week 16
NFL $10K Week 16 Special,Contest,10000.0,20.0,1000,17,589,166.46,srn828,220.24,Week 16
NFL $10K Blind Side [Single Entry],Contest,10000.0,27.0,1000,1,432,167.1,ChiefST,231.38,Week 16
NFL $10K Daily Dollar [Single Entry],Contest,10000.0,1.0,500,1,11891,164.88,glowboygouc,240.54,Week 16
NFL $10K Wildcat [Single Entry],Contest,10000.0,333.0,3000,1,34,180.54,3rd_and_schlong,209.44,Week 16
NFL $10K Power Sweep [2 Entry Max],Contest,10000.0,150.0,2000,2,75,171.14,Awesemo,214.98,Week 16
NFL $7.5K Spy [Single Entry],Contest,7500.0,100.0,1000,1,84,175.64,3rd_and_schlong,209.44,Week 16
NFL Single Entry $2 Double Up,Contest,5000.0,2.0,4,1,2874,163.04,rata2lee,239.34,Week 16
NFL Fantasy Football Millionaire SUPERSatellite [250x],Contest,5000.0,1.0,0,20,5946,194.04,lacarr57,238.38,Week 16
NFL $5K Play-Action [20 Entry Max],Contest,5000.0,3.0,250,20,1982,161.44,gargano,234.38,Week 16
NFL $5K Flea Flicker,Contest,5000.0,5.0,500,35,1190,169.06,tonyg777,243.18,Week 16
NFL $5K Fair Catch [Single Entry],Contest,5000.0,12.0,500,1,491,167.64,matttoma,239.64,Week 16
NFL $5K Fair Catch [Single Entry],Contest,5000.0,12.0,500,1,491,167.26,plankbrr,213.34,Week 16
NFL Single Entry $25 Double Up,Contest,5000.0,25.0,50,1,230,162.54,jhstilljr,221.08,Week 16
NFL $2.5M Roman Fantasy Football Millionaire Championship [$1M to 1st],Contest,2500000.0,20.0,1000000,150,147059,147.24,giantsquid,243.22,Week 17
NFL $1M Wildcat Championship [$200K to 1st],Contest,1000000.0,333.0,200000,100,3337,153.12,TeeJayOrTj,220.46,Week 17
NFL $1M Play-Action Championship [20 Entry Max],Contest,1000000.0,3.0,100000,20,396354,140.44,JDEBUCH,247.66,Week 17
NFL $670K Luxury Box [$100K to 1st],Contest,670000.0,3000.0,100000,7,237,151.74,rikkidee,192.62,Week 17
"NFL $400K Power Sweep [3 Entry Max, $100K to 1st]",Contest,400000.0,150.0,100000,3,2963,154.26,rpoehrig,223.5,Week 17
NFL $300K Nickel Championship [3 Entry Max],Contest,300000.0,5.0,30000,3,71344,145.82,JDEBUCH,247.66,Week 17
"NFL $250K Slant [$25K to 1st, 2x Min Cash]",Contest,250000.0,9.0,25000,150,32680,151.54,giantsquid,243.22,Week 17
NFL $200K Three-Point Stance Championship [5 Entry Max],Contest,200000.0,33.0,25000,5,7068,148.34,mrwonkaman,232.2,Week 17
"NFL $200K Spy Championship [Single Entry, $30K to 1st]",Contest,200000.0,100.0,30000,1,2223,151.14,TheDtrick,221.06,Week 17
NFL $150K Fair Catch [Single Entry],Contest,150000.0,12.0,15000,1,14706,143.54,SP2078,229.46,Week 17
NFL $150K First Down,Contest,150000.0,1.0,7500,20,178360,141.14,JDEBUCH,247.66,Week 17
$2.5M Sports Betting National Championship MEGAQualifier [$1M to 1st],Contest,121100.0,500.0,0,8,180,164.84,gqinxs,215.1,Week 17
NFL $102K Game Changer [Single Entry],Contest,102000.0,1500.0,25000,1,73,149.04,dfsteams,182.34,Week 17
NFL $100K Power Sweep [3 Entry Max],Contest,100000.0,150.0,15000,3,741,148.94,ebor1973,216.22,Week 17
"NFL $100K Spy [Single Entry, $10K to 1st]",Contest,100000.0,100.0,10000,1,1112,147.9,boggslite,214.02,Week 17
NFL $100K Thunderdome [Single Entry],Contest,100000.0,5300.0,40000,1,21,143.74,golions85,153.32,Week 17
NFL $100K Heavy Hitter [Must Fill],Contest,100000.0,26200.0,100000,1,5,129.34,moklovin,129.34,Week 17
NFL MASSIVE $50 Double Up [Single Entry],Contest,100000.0,50.0,100,1,2255,132.62,treys14,198.7,Week 17
NFL MASSIVE $100 Double Up [Single Entry],Contest,100000.0,100.0,200,1,918,127.24,chuckdnb,199.3,Week 17
NFL MASSIVE $25 Double Up [Single Entry],Contest,100000.0,25.0,50,1,4547,132.26,marrick55,223.2,Week 17
NFL MASSIVE $25 Double Up,Contest,100000.0,25.0,50,137,4542,136.24,vinokane,214.4,Week 17
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22078,133.54,pgballin12,218.16,Week 17
NFL $100K Red Zone [Single Entry],Contest,100000.0,50.0,10000,1,2273,146.92,JaredM036,232.22,Week 17
NFL GIANT $250 Double Up [Single Entry],Contest,75000.0,250.0,500,1,314,130.88,nickmiles1507,198.14,Week 17
NFL $60K Blind Side [Single Entry],Contest,60000.0,27.0,6000,1,2592,145.78,bigmac84,229.36,Week 17
"NFL $60K Super Booster [Top 60 Win $1,000]",Contest,60000.0,27.0,1000,77,2592,181.22,TeeJayOrTj,220.46,Week 17
NFL $50K Flea Flicker,Contest,50000.0,5.0,5000,150,11891,147.78,giantsquid,243.22,Week 17
NFL $50K Engage Eight [3 Entry Max],Contest,50000.0,8.0,5000,3,7353,146.4,JDEBUCH,247.66,Week 17
NFL $50K Pylon [Single Entry],Contest,50000.0,3.0,5000,1,19818,141.04,mojoel78,217.04,Week 17
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2252,132.34,tmarvelous | tommytbets | S0CASH1989,198.14,Week 17
NFL GIANT $10 Double Up [Single Entry],Contest,50000.0,10.0,20,1,5626,131.84,Arnie2013,224.5,Week 17
NFL GIANT $5 Double Up [Single Entry],Contest,50000.0,5.0,10,1,10845,128.34,marrick55,223.2,Week 17
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2238,132.2,marrick55,223.2,Week 17
NFL $50K Checkdown Pass [2 Entry Max],Contest,50000.0,777.0,10000,2,72,154.24,ebor1973,216.22,Week 17
NFL $50K Juke [3 Entry Max],Contest,50000.0,400.0,10000,3,139,158.26,JesusRunner,204.22,Week 17
NFL $40K mini-MAX [150 Max Entry],Contest,40000.0,0.5,4000,150,95125,146.82,elindy4,241.82,Week 17
NFL $40K Stiff Arm [Single Entry],Contest,40000.0,555.0,10000,1,81,149.74,BrendanLotzer,200.66,Week 17
NFL $30K Touchdown,Contest,30100.0,200.0,7500,5,168,150.42,CasBrM,190.42,Week 17
NFL $30K Hot Route,Contest,30100.0,100.0,5000,10,335,150.44,Aus9788,193.86,Week 17
NFL $30K Chop Block [$5K to 1st],Contest,30000.0,50.0,5000,20,682,146.08,Arnie2013,224.5,Week 17
NFL $30K Quarter Jukebox [Just $0.25!],Contest,30000.0,0.25,1500,20,142688,141.02,thisisray,242.22,Week 17
NFL $30K Spin Move [Single Entry],Contest,30000.0,300.0,5000,1,112,144.14,gm99030507,174.92,Week 17
"NFL GIANT $1,060 50-50",Contest,30000.0,1060.0,2000,1,31,128.34,Cicima6709,183.54,Week 17
"NFL GIANT $2,120 50-50",Contest,28000.0,2120.0,4000,1,14,136.34,3rd_and_schlong,176.34,Week 17
NFL GIANT $50 Double Up [Single Entry],Contest,25000.0,50.0,100,1,569,136.24,tmarvelous | S0CASH1989,198.14,Week 17
NFL GIANT $25 Double Up,Contest,25000.0,25.0,50,34,1094,135.74,tmarvelous | tmarvelous,198.14,Week 17
NFL GIANT $5 Double Up,Contest,25000.0,5.0,10,100,5547,136.34,tmarvelous | tmarvelous | tmarvelous | tmarvelous | tmarvelous | tmarvelous | tmarvelous | tmarvelous | tmarvelous | tmarvelous,198.14,Week 17
NFL GIANT $250 Double Up [Single Entry],Contest,25000.0,250.0,500,1,112,136.34,ezio040,190.14,Week 17
NFL GIANT $100 Double Up [Single Entry],Contest,25000.0,100.0,200,1,278,135.82,JETS18C,208.86,Week 17
NFL GIANT $530 50-50,Contest,25000.0,530.0,1000,1,51,129.04,Cicima6709,183.54,Week 17
NFL $21K Wildcat [$5K to 1st],Contest,21000.0,333.0,5000,2,66,149.04,Brunoruno,191.36,Week 17
NFL $20K Hail Mary,Contest,20000.0,12.0,2000,58,1961,150.94,Fatebender,220.3,Week 17
NFL GIANT $10 Double Up,Contest,20000.0,10.0,20,68,2156,136.34,WallStRaiders,198.72,Week 17
NFL GIANT $10 Double Up [Single Entry],Contest,20000.0,10.0,20,1,2299,136.24,tmarvelous | BigVicSaLa | Weirsy99 | tommytbets | haef24 | S0CASH1989,198.14,Week 17
NFL GIANT $5 Double Up [Single Entry],Contest,20000.0,5.0,10,1,4401,131.14,goeck16,207.0,Week 17
NFL GIANT $2 Double Up,Contest,20000.0,2.0,4,20,11495,131.24,weekendwarrior72,208.32,Week 17
NFL $20K Super Booster [Top 200 Win $100],Contest,20000.0,4.0,100,20,5883,171.54,tykral86,230.36,Week 17
NFL GIANT $50 Double Up,Contest,20000.0,50.0,100,13,434,134.34,BREED,204.2,Week 17
NFL $17K Luxury Box [Single Entry],Contest,17000.0,1500.0,10000,1,13,149.04,Cicima6709,183.54,Week 17
NFL $250 Double Up,Contest,16000.0,250.0,500,2,70,132.34,Cicima6709,183.54,Week 17
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13600.0,225.0,0,2,68,167.14,ncfish,203.1,Week 17
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13130.0,27.0,0,17,551,174.52,joshuadbroadwater,208.52,Week 17
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13000.0,5.0,0,92,3092,174.74,cdem06811,232.7,Week 17
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13000.0,16.0,0,28,956,176.02,CSommermann,210.3,Week 17
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13000.0,50.0,0,9,304,171.64,YungTurks,202.5,Week 17
NFL $10K Front Four [20 Entry Max],Contest,10000.0,4.0,1000,20,2973,143.94,JDEBUCH,247.66,Week 17
NFL $10K Safety [20 Entry Max],Contest,10000.0,2.0,1000,20,5946,150.46,underbird73,222.8,Week 17
NFL $10K Singleback [3 Entry Max],Contest,10000.0,1.0,1000,3,11891,146.14,bigmac84,229.36,Week 17
NFL $10K Daily Dollar [Single Entry],Contest,10000.0,1.0,1000,1,11891,143.66,rgaddy,224.86,Week 17
NFL BIG 10x Booster [Top 500 Win $20],Contest,10000.0,2.0,20,20,5883,159.16,jakethesnake,218.32,Week 17
NFL $10K Front Four [20 Entry Max],Contest,10000.0,4.0,1000,20,2973,147.24,mhallstrom15,222.7,Week 17
NFL $100 Double Up,Contest,10000.0,100.0,200,3,108,135.04,Cicima6709 | Cicima6709,183.54,Week 17
NFL $10K Red Zone [Single Entry],Contest,10000.0,50.0,1000,1,228,142.94,rcgilt,201.5,Week 17
