player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits
Bradley Roby,LCB,26.180,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,5,1,6,0,0
Will Parks,SS,24.091,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,1,2,3,0,0
Brandon McManus,K,27.095,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,1,0,1,0,0
Brandon Marshall,ILB,29.048,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,1,0,1,0,0
Zach Kerr,DE,28.060,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,1,0,1,0,0
Josey Jewell,ILB,23.307,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,4,1,5,0,0
Shelby Harris,NT,27.078,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,1,1,2,1,0
Chris Harris,RCB,29.132,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,3,1,4,0,0
Todd Davis,ILB,26.164,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,4,2,6,0,0
Bradley Chubb,SLB,22.126,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.5,2,2,4,1,1
Shaquil Barrett,OLB,25.345,2018-10-28,NFL,DEN,@,KAN,L 23-30,8,8,Sun,0.0,4,0,4,1,2
Tavon Wilson,S,28.223,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,1,0,1,0,0
Charles Washington,S,25.232,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,1,0,1,0,0
Teez Tabor,CB,22.301,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,3,1,4,0,0
Darius Slay,CB,27.300,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,3,0,3,0,0
DeShawn Shead,CB,29.122,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,1,0,1,0,0
A'Shawn Robinson,DT,23.221,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,5,1,6,0,0
Jalen Reeves-Maybin,LB,23.270,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,1,1,2,0,0
Glover Quin,FS,32.286,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,5,0,5,0,0
Romeo Okwara,DE,23.133,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,1.0,3,1,4,1,2
Eric Lee,DE,24.083,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,1,0,1,0,0
Cre'von LeBlanc,CB,24.095,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,1,0,1,0,0
Nevin Lawson,CB,27.188,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,2,0,2,0,0
Devon Kennard,OLB,27.126,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,5,0,5,0,1
Christian Jones,OLB,27.252,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,4,0,4,0,0
Damon Harrison,DT,29.333,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,1.0,7,0,7,2,1
Da'Shawn Hand,DL,22.348,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,1,1,2,0,0
Quandre Diggs,SS,25.279,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,5,3,8,1,0
Jarrad Davis,MLB,22.346,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0.0,4,4,8,0,0
Tramon Williams,CB,35.226,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,2,0,2,0,0
Jermaine Whitehead,S,25.230,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,6,1,7,1,0
Nick Perry,OLB,28.199,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,2,2,4,0,0
Antonio Morrison,LB,23.326,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,1,0,1,0,0
Clay Matthews,OLB,32.167,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,1.0,7,0,7,0,2
Blake Martinez,ILB,24.292,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,1.0,7,5,12,2,1
Dean Lowry,DL,24.141,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,2,0,2,0,0
Kevin King,CB,23.176,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,2,0,2,0,0
Josh Jones,S,24.038,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,2,0,2,0,0
Raven Greene,S,23.268,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,1,0,1,0,0
Reggie Gilbert,LB,25.210,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,4,0,4,2,1
Kyler Fackrell,LB,26.337,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,1.0,1,1,2,1,1
Mike Daniels,DE,29.176,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,2,1,3,0,0
James Crawford,LB,23.330,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,1,0,1,0,0
Ha Ha Clinton-Dix,S,25.311,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,4,0,4,0,0
Kenny Clark,NT,23.024,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,2.0,3,2,5,2,3
Oren Burks,LB,23.221,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,3,0,3,0,0
Kentrell Brice,S,24.078,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,1,0,1,0,0
Jaire Alexander,CB,21.261,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0.0,7,0,7,0,0
Telvin Smith,LB,27.200,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,6,2,8,0,1
Jalen Ramsey,LCB,24.004,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,3,0,3,0,0
Yannick Ngakoue,DE,23.211,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,1.0,2,0,2,1,5
Quenton Meeks,RCB,22.130,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,3,0,3,0,0
Lerentee McCray,DE,28.063,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,1,0,1,0,0
Abry Jones,DT,27.050,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,2,1,3,1,0
Leon Jacobs,LB,23.025,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,4,0,4,0,0
Myles Jack,LB,23.055,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,1.0,2,3,5,1,1
Tre Herndon,CB,22.237,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,3,0,3,0,0
Ronnie Harrison,S,21.193,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,3,0,3,0,0
Tashaun Gipson,FS,28.082,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,6,1,7,0,0
Dante Fowler,DE,24.086,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,2,1,3,0,0
Marcell Dareus,NT,28.229,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,1.0,3,2,5,0,1
Calais Campbell,DE,32.057,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,1.0,4,2,6,2,1
Taven Bryan,DL,22.231,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,1,0,1,0,0
Blair Brown,LB,24.154,2018-10-28,NFL,JAX,,PHI,L 18-24,8,8,Sun,0.0,1,0,1,0,0
Frank Zombo,OLB,31.237,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,1,0,1,0,0
Xavier Williams,DT,26.283,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,1,2,3,0,1
Charvarius Ward,DB,22.165,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,2,0,2,0,0
Breeland Speaks,ROLB,22.314,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,1.0,3,1,4,1,2
Orlando Scandrick,CB,31.260,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,1,0,1,0,0
Reggie Ragland,RILB,25.034,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,4,3,7,1,0
Ron Parker,S,31.072,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,4,1,5,0,0
Dorian O'Daniel,LB,24.054,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,3,1,4,1,0
Derrick Nnadi,NT,22.172,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,1,1,2,0,0
Steven Nelson,RCB,25.279,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,4,1,5,0,0
Eric Murray,DB,24.294,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,5,0,5,0,0
Jordan Lucas,S,25.087,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,6,0,6,0,0
Tanoh Kpassagnon,DE,24.136,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,1,0,1,1,0
Chris Jones,LDE,24.117,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,1.0,1,0,1,1,2
Jarvis Jenkins,DE,30.187,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,1,0,1,0,0
Anthony Hitchens,LILB,26.140,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,5,3,8,1,0
Demetrius Harris,TE,27.091,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,1,0,1,0,0
Kendall Fuller,LCB,23.257,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,0.0,3,2,5,0,0
Dee Ford,LOLB,27.223,2018-10-28,NFL,KAN,,DEN,W 30-23,8,8,Sun,3.0,4,1,5,0,3
Cameron Wake,DE,36.268,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,5,1,6,0,0
Vincent Taylor,DT,24.293,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,1,2,3,0,0
Akeem Spence,DT,26.330,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,2,1,3,1,1
Robert Quinn,DE,28.160,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,1,0,1,0,0
Raekwon McMillan,LB,22.342,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,7,2,9,0,0
T.J. McDonald,S,27.272,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,2,1,3,0,0
Bobby McCain,CB,25.068,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,4,0,4,0,0
Reshad Jones,S,30.242,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,3,3,6,1,0
Xavien Howard,CB,25.113,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,1,1,2,0,0
Davon Godchaux,DT,23.348,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,1,1,2,0,0
Minkah Fitzpatrick,S,21.355,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,2,2,4,0,0
Jerome Baker,LB,21.304,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,1,4,5,0,0
Stephone Anthony,LB,26.089,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,1,0,1,0,0
Kiko Alonso,LB,28.072,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0.0,4,5,9,0,0
Stephen Weatherly,RDE,24.223,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,2,1,3,0,0
Trae Waynes,LCB,26.095,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,6,1,7,0,0
Harrison Smith,FS,29.268,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,3,0,3,0,0
Sheldon Richardson,DT,27.333,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,1,4,5,0,1
Eric Kendricks,MLB,26.241,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,2,5,7,0,0
Jayron Kearse,S,24.259,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,4,1,5,0,0
Linval Joseph,NT,30.018,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,4,2,6,2,1
Tom Johnson,DT,34.059,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,3,1,4,0,0
George Iloka,SS,28.211,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,1,0,1,0,0
Danielle Hunter,LDE,23.364,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,1,1,2,1,0
Holton Hill,RCB,21.214,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,5,0,5,0,0
Anthony Harris,S,27.146,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,1,1,2,0,0
Everson Griffen,DE,30.310,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,1,0,1,0,0
Ben Gedeon,WLB,24.012,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,3,4,7,0,0
Devante Downs,LB,23.010,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,1,0,1,0,0
Mackensie Alexander,CB,24.350,2018-10-28,NFL,MIN,,NOR,L 20-30,8,8,Sun,0.0,1,0,1,0,0
P.J. Williams,CB,25.149,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,4,2,6,0,0
Marcus Williams,FS,22.050,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,5,0,5,0,0
Manti Te'o,MLB,27.275,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,1,0,1,0,0
Sheldon Rankins,DT,24.207,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,2.0,3,0,3,2,3
David Onyemata,DT,25.349,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,1,0,1,0,1
Alex Okafor,RDE,27.262,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,1,1,2,0,0
Marshon Lattimore,RCB,22.162,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,2,1,3,0,0
A.J. Klein,SLB,27.090,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,3,4,7,0,0
Cameron Jordan,LDE,29.110,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,3,0,3,1,2
Justin Hardee,DB,24.263,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,2,1,3,0,0
Demario Davis,WILL,29.290,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,5,1,6,0,0
Marcus Davenport,DE,22.054,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,2.0,2,0,2,2,2
Vonn Bell,S,23.320,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,3,3,6,0,0
Eli Apple,LCB,23.080,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,9,0,9,0,0
Alex Anzalone,LB,24.036,2018-10-28,NFL,NOR,@,MIN,W 30-20,7,8,Sun,0.0,4,1,5,0,1
Deatrich Wise,RDE,24.095,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,1,0,1,0,0
Kyle Van Noy,RLB,27.217,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,2.0,7,1,8,1,2
John Simon,RLB,28.015,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,2,0,2,0,0
Elandon Roberts,MLB,24.190,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,4,2,6,0,0
Jason McCourty,LCB,31.077,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,4,1,5,0,0
Devin McCourty,S,31.077,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,2,1,3,0,0
Brandon King,LB,25.143,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,2,1,3,0,0
Jonathan Jones,DB,25.039,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,3,0,3,0,0
J.C. Jackson,DB,22.346,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,2,0,2,0,0
Nicholas Grigsby,LB,26.119,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,2,0,2,1,1
Stephon Gilmore,RCB,28.040,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,3,0,3,0,0
Trey Flowers,LDE,25.074,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,6,0,6,2,2
Keionta Davis,DL,24.242,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,2,0,2,1,0
Adrian Clayborn,DE,30.115,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,1.0,2,0,2,1,1
Patrick Chung,S,31.071,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,5,0,5,0,0
Malcom Brown,RDT,24.269,2018-10-29,NFL,NWE,@,BUF,W 25-6,8,8,Mon,0.0,1,0,1,0,0
Kerry Wynn,DL,27.258,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,2,1,3,0,0
B.W. Webb,LCB,28.178,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,4,0,4,0,0
Olivier Vernon,WILL,28.021,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,1,2,3,0,3
Dalvin Tomlinson,DL,24.242,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,1,2,3,0,0
Michael Thomas,S,28.225,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,1,1,2,0,0
Nathan Stupar,SLB,30.228,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,1,2,3,0,0
Josh Mauro,DE,27.253,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,1,0,1,0,0
Kareem Martin,LB,26.251,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,1,1,2,0,0
Janoris Jenkins,RCB,29.364,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,6,0,6,0,0
B.J. Hill,DL,23.191,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,5,1,6,0,0
Antonio Hamilton,CB,25.277,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,1,0,1,0,0
Grant Haley,DB,22.295,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,4,0,4,0,0
B.J. Goodson,ILB,25.182,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,7,1,8,1,0
Mario Edwards,DL,24.192,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,1,1,2,0,0
Tae Davis,LB,22.075,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,5,1,6,0,0
Landon Collins,SS,24.291,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,4,1,5,1,0
Sean Chandler,S,22.184,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,2,0,2,0,0
Lorenzo Carter,LB,22.322,2018-10-28,NFL,NYG,,WAS,L 13-20,8,8,Sun,0.0,1,2,3,0,1
Avery Williamson,ILB,26.233,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,7,1,8,0,0
Leonard Williams,DL,24.130,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,1,1,2,1,0
Eric Tomlinson,TE,26.189,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,2,0,2,0,0
Buster Skrine,SS,29.185,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,2,0,2,0,1
Darryl Roberts,DB,27.336,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,5,0,5,0,0
Mike Pennel,DL,27.172,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,2,2,4,0,1
Marcus Maye,FS,25.233,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,7,0,7,0,0
Frankie Luvu,LB,22.039,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,1.0,1,0,1,1,1
Darron Lee,ILB,24.010,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,2,2,4,0,0
Jordan Jenkins,LB,24.119,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,2,0,2,1,0
Neville Hewitt,LB,25.205,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,1,0,1,0,0
Brandon Copeland,OLB,27.118,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,1.0,2,0,2,1,1
Morris Claiborne,CB,28.263,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,2,0,2,0,0
Trenton Cannon,RB,24.097,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,1,0,1,0,0
Ibraheim Campbell,DB,26.168,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,1,0,1,0,0
Tarell Basham,OLB,24.224,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,2,0,2,0,0
Jeremiah Attaochu,LB,25.284,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,1,0,1,0,1
Henry Anderson,DL,27.086,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,1,1,2,0,0
Jamal Adams,SS,23.011,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0.0,6,0,6,0,0
Josh Sweat,DE,21.213,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,1,0,1,0,0
Dexter McDougle,DB,27.203,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,3,0,3,0,1
Avonte Maddox,S,22.211,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,4,0,4,1,0
Chris Long,DE,33.214,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,2.0,2,0,2,1,2
Malcolm Jenkins,S,30.312,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,4,0,4,0,0
Jordan Hicks,MLB,26.123,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,1.5,9,4,13,1,2
Treyvon Hester,DT,26.037,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,1,0,1,0,0
Kamu Grugier-Hill,OLB,24.165,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,4,0,4,0,0
Brandon Graham,DE,30.208,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,2,0,2,0,1
Rasul Douglas,CB,23.060,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,1,0,1,0,0
Ronald Darby,CB,24.299,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,3,1,4,0,0
Fletcher Cox,DT,27.319,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,2,0,2,1,1
Corey Clement,RB,23.360,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,1,0,1,0,0
Nigel Bradham,OLB,29.054,2018-10-28,NFL,PHI,@,JAX,W 24-18,8,8,Sun,0.0,6,1,7,0,0
Vince Williams,RILB,28.305,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,1,4,5,0,1
T.J. Watt,LOLB,24.017,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,1.0,5,2,7,2,1
Stephon Tuitt,DE,25.158,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,1.0,3,4,7,1,2
Coty Sensabaugh,RCB,29.347,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,3,0,3,0,0
Roosevelt Nix,FB,26.212,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,1,0,1,0,0
Daniel McCullers,DT,26.078,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,1,0,1,0,0
Mike Hilton,CB,24.233,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,3,1,4,0,0
Javon Hargrave,NT,25.263,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,2,1,3,0,0
Joe Haden,LCB,29.197,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,3,0,3,2,0
L.J. Fort,LB,28.298,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,3,0,3,0,0
Terrell Edmunds,SS,21.281,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,3,1,4,0,0
Bud Dupree,ROLB,25.258,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,1,3,4,0,2
Sean Davis,FS,25.005,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,4,1,5,0,0
Anthony Chickillo,LB,25.322,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,2,0,2,1,0
Chris Boswell,K,27.226,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,1,0,1,0,0
Jonathan Bostic,LILB,27.176,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,1,3,4,0,1
Tyson Alualu,DE,31.169,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0.0,1,0,1,1,0
K.J. Wright,OLB,29.097,2018-10-28,NFL,SEA,@,DET,W 28-14,7,8,Sun,0.0,5,0,5,0,0
Bobby Wagner,MLB,28.123,2018-10-28,NFL,SEA,@,DET,W 28-14,7,8,Sun,0.0,6,2,8,0,0
Tedric Thompson,FS,23.281,2018-10-28,NFL,SEA,@,DET,W 28-14,7,8,Sun,0.0,4,2,6,0,0
Shamar Stephen,RDT,27.245,2018-10-28,NFL,SEA,@,DET,W 28-14,7,8,Sun,1.0,1,1,2,1,1
