player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits
Shaquill Griffin,LCB,23.072,2018-09-30,NFL,SEA,@,ARI,W 20-17,4,4,Sun,0.0,3,1,4,1,0
Shaquem Griffin,LB,23.072,2018-09-30,NFL,SEA,@,ARI,W 20-17,4,4,Sun,0.0,2,0,2,0,0
Tre Flowers,RCB,23.120,2018-09-30,NFL,SEA,@,ARI,W 20-17,4,4,Sun,0.0,6,0,6,0,0
Justin Coleman,CB,25.187,2018-09-30,NFL,SEA,@,ARI,W 20-17,4,4,Sun,0.0,3,0,3,0,0
Frank Clark,RDE,25.108,2018-09-30,NFL,SEA,@,ARI,W 20-17,4,4,Sun,0.0,2,0,2,1,2
Ahkello Witherspoon,RCB,23.193,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,4,0,4,0,0
K'Waun Williams,DB,27.080,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,6,0,6,0,0
Fred Warner,MIKE,21.315,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,4,6,10,0,0
Jimmie Ward,LCB,27.074,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,2,3,0,0
Solomon Thomas,LDE,22.284,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,2,0,2,0,0
Malcolm Smith,LB,29.087,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,4,5,1,0
D.J. Reed,FS,21.323,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,1,2,0,0
Tyvis Powell,DB,24.226,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,0,1,0,0
Bradley Pinion,P,24.121,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,0,1,0,0
Mark Nzeocha,LB,28.254,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,0,1,0,0
Earl Mitchell,LDT,31.005,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,2,0,2,1,0
Cassius Marsh,DL,26.085,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,0,1,0,1
Greg Mabin,DB,24.097,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,3,1,4,0,0
Elijah Lee,LB,22.234,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,0,1,0,0
Reuben Foster,WILL,24.179,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,5,2,7,1,1
Antone Exum,SS,27.215,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,3,0,3,0,0
Sheldon Day,DL,24.091,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,1.0,1,0,1,1,1
DeForest Buckner,RDT,24.197,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,1,2,0,0
Arik Armstead,RDE,24.319,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0.0,1,4,5,0,0
Marcus Williams,DB,27.190,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,1,0,1,0,0
Justin Watson,WR,23.179,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,1,0,1,0,0
Adarius Taylor,LB,28.009,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,2,0,2,0,0
M.J. Stewart,CB,23.014,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,2,0,2,0,0
Ryan Smith,CB,25.023,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,1,0,1,0,0
Jason Pierre-Paul,DE,29.272,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,1.0,6,1,7,2,1
Carl Nassib,DE,25.171,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,1,1,2,1,0
Isaiah Johnson,S,25.351,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,5,0,5,0,0
Brent Grimes,CB,35.073,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,4,0,4,0,0
William Gholston,DT,27.061,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,1,0,1,0,0
Justin Evans,S,23.035,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,3,1,4,0,0
Carlton Davis,CB,21.273,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,3,0,3,0,0
Lavonte David,WLB,28.250,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,7,0,7,1,1
Vinny Curry,DE,30.092,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,2,1,3,1,0
Kwon Alexander,MLB,24.058,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,0.0,2,0,2,0,0
Desmond Trufant,CB,28.027,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,3,0,3,0,0
Deadrin Senat,DT,24.077,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,1,4,5,0,1
Duke Riley,LB,24.059,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,3,1,4,0,0
Jordan Richards,S,25.259,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,5,2,7,0,0
Brooks Reed,DE,31.221,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,5,1,6,0,1
Brian Poole,CB,25.352,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,2,0,2,0,0
Foyesade Oluokun,LB,23.066,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,2,3,5,0,0
Isaiah Oliver,CB,22.007,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,1,0,1,0,0
Steven Means,DE,28.021,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,1,0,1,0,0
Takkarist McKinley,DE,22.339,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,1,1,2,0,0
Terrell McClain,DT,30.079,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,1,0,1,0,0
Damontae Kazee,S,25.124,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,5,1,6,0,0
Jack Crawford,DL,30.030,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,1,0,1,1,0
Bruce Carter,LB,30.230,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,1,1,2,0,0
De'Vondre Campbell,LB,25.096,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,1,2,3,0,0
Michael Bennett,DT,25.225,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,3,1,4,0,0
Robert Alford,CB,29.340,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,0.0,2,1,3,0,0
Kyle Williams,LDT,35.119,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,2,0,2,0,0
TreDavious White,CB,23.264,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,1,0,1,0,0
Julian Stanford,LB,28.035,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,1,0,1,0,0
Jordan Poyer,FS,27.165,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,3,0,3,1,0
Lafayette Pitts,CB,26.013,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,1,0,1,0,0
Harrison Phillips,DT,22.255,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,1,0,1,0,1
Trent Murphy,LDE,27.289,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,1.0,1,0,1,1,2
Matt Milano,LLB,24.071,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,7,3,10,1,0
Dean Marlowe,SS,26.074,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,3,1,4,0,0
Star Lotulelei,RDT,28.291,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,1,0,1,1,0
Ryan Lewis,CB,24.175,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,2,0,2,0,0
Shaq Lawson,DE,24.112,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,1,0,1,0,0
Taiwan Jones,RB,30.073,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,1,0,1,0,0
Taron Johnson,CB,22.072,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,4,0,4,0,0
Jerry Hughes,RDE,30.055,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,1.0,4,0,4,1,1
Phillip Gaines,CB,27.186,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,2,0,2,0,0
Tremaine Edmunds,MLB,20.158,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,4,4,8,0,1
Lorenzo Alexander,RLB,35.129,2018-10-07,NFL,BUF,,TEN,W 13-12,5,5,Sun,0.0,3,1,4,1,0
Shaq Thompson,SLB,24.169,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,2,1,3,1,0
Kawann Short,DT,29.247,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,1,1,2,1,0
Eric Reid,SS,26.301,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,3,0,3,0,0
Julius Peppers,DE,38.262,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,1,2,3,1,0
Captain Munnerlyn,CB,30.180,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,2,1,3,0,0
David Mayo,LB,25.060,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,1,0,1,0,0
Kyle Love,NT,31.323,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,1,0,1,0,0
Luke Kuechly,MLB,27.170,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,1.0,2,1,3,1,1
J.J. Jansen,LS,32.260,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,1,0,1,0,0
Ben Jacobs,LB,30.173,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,1,1,2,0,0
Donte Jackson,RCB,22.333,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,5,1,6,0,0
Rashaan Gaulden,DB,23.257,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,1,1,2,1,0
Jermaine Carter,LB,23.266,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,1,0,1,0,0
James Bradberry,LCB,25.064,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,7,1,8,0,0
Mike Adams,FS,37.197,2018-10-07,NFL,CAR,,NYG,W 33-31,4,5,Sun,0.0,5,1,6,0,0
Brandon Wilson,S,24.072,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,1,0,1,0,0
Jordan Willis,DE,23.158,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,1,2,3,1,1
Shawn Williams,SS,27.147,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,2,2,4,0,0
Nick Vigil,LB,25.048,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,7,2,9,1,0
Hardy Nickerson,LB,24.275,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,1,1,2,0,0
Tyler Kroft,TE,25.357,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,1,0,1,0,0
Dre Kirkpatrick,LCB,28.346,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,2,0,2,1,0
Michael Johnson,RDE,31.242,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,2,1,3,0,0
William Jackson,RCB,25.345,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,1,0,1,0,0
Sam Hubbard,DE,23.100,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,3,0,3,1,0
Jordan Evans,LB,23.253,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,1,0,1,0,0
Carlos Dunlap,LDE,29.221,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,1.0,2,1,3,0,2
Darqueze Dennard,CB,26.362,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,2,1,3,0,0
Vontaze Burfict,LB,28.013,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,4,3,7,0,0
Preston Brown,LB,25.345,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,3,0,3,0,0
Jessie Bates,FS,21.223,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0.0,4,1,5,0,0
Geno Atkins,DT,30.193,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,2.0,2,1,3,2,3
Denzel Ward,CB,21.162,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,4,1,5,0,0
Chris Smith,DL,26.238,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,1,0,1,0,0
Joe Schobert,MIKE,24.335,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,5,4,9,0,0
Damarious Randall,S,26.039,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,5,1,6,0,0
Jabrill Peppers,S,23.003,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,3,1,4,0,0
Emmanuel Ogbah,DE,24.335,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,1,3,4,0,1
Jeremiah McKinnon,CB,25.100,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,1,0,1,0,0
Christian Kirksey,WILL,26.037,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,7,5,12,1,0
Derrick Kindred,DB,24.296,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,1,1,2,0,0
Charley Hughlett,LS,28.144,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,2,0,2,0,0
Myles Garrett,DE,22.282,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.5,1,1,2,0,2
E.J. Gaines,CB,26.226,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,4,0,4,0,0
Jamie Collins,SAM,28.352,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,1.0,8,4,12,1,1
Trevon Coley,DT,24.086,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.5,1,3,4,1,1
T.J. Carrie,DB,28.071,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,2,0,2,0,0
Genard Avery,LB,23.164,2018-10-07,NFL,CLE,,BAL,W 12-9,5,5,Sun,0.0,2,0,2,0,0
Joe Walker,LB,25.300,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,1,1,2,0,0
Zeke Turner,LB,22.120,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,1,0,1,,
Haason Reddick,WLB,24.015,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,1.0,8,0,8,1,0
Olsen Pierre,DT,27.041,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,2,1,3,1,0
Patrick Peterson,CB,28.088,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,5,2,7,1,0
Corey Peters,DT,30.121,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,2,1,3,1,0
Deatrick Nichols,CB,24.029,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,1,0,1,0,0
Zach Moore,DE,28.032,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,2,0,2,0,0
Benson Mayowa,DE,27.065,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,1,2,3,0,0
Chandler Jones,DE,28.222,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,1.0,6,0,6,2,2
Gerald Hodges,LB,27.263,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,1,0,1,0,0
Rodney Gunter,DT,26.261,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,4,1,5,2,1
Rudy Ford,S,23.340,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,1,0,1,0,0
Josh Bynes,MLB,29.044,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,1.0,9,2,11,1,1
Tre Boston,S,26.104,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,6,0,6,0,1
Antoine Bethea,FS,34.072,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,9,4,13,0,1
Bene Benwikere,CB,27.034,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0.0,3,3,6,0,0
Budda Baker,SS,22.270,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,1.0,11,5,16,1,1
Xavier Woods,FS,23.073,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,4,1,5,0,0
Damien Wilson,LB,25.132,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,1,0,1,1,0
Leighton Vander Esch,WLB,22.241,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,11,3,14,0,0
Jaylon Smith,MLB,23.115,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,1.0,6,6,12,3,2
Jourdan Lewis,CB,23.037,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,1,0,1,0,0
Byron Jones,CB,26.011,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,8,2,10,0,0
Jeff Heath,SS,27.146,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,5,5,10,0,0
Randy Gregory,DE,25.318,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,3,2,5,0,1
Kavon Frazier,S,24.057,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,1,0,1,0,0
Tyrone Crawford,DT,28.319,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,3,2,5,1,2
Anthony Brown,DB,24.296,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,4,0,4,0,0
Chidobe Awuzie,CB,23.136,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,3,0,3,0,0
Dorance Armstrong,DE,21.119,2018-10-07,NFL,DAL,@,HOU,L 16-19,5,5,Sun,0.0,1,0,1,0,0
Isaac Yiadom,CB,22.229,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,2,1,3,0,0
Derek Wolfe,DE,28.225,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.5,2,1,3,0,1
Dymonte Thomas,S,24.311,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,2,0,2,0,0
Darian Stewart,SS,30.064,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,2,1,3,0,0
Justin Simmons,FS,24.322,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,4,3,7,0,0
Shane Ray,OLB,25.142,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,1,2,1,0
Domata Peko,NT,33.314,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.5,2,1,3,0,1
Von Miller,WLB,29.195,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,2,3,5,1,0
Brandon Marshall,ILB,29.027,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,3,4,0,0
Zach Kerr,DE,28.039,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,2,3,0,0
Joseph Jones,ILB,24.228,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,2,0,2,0,0
Josey Jewell,ILB,23.286,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,1,2,1,0
Andy Janovich,FB,25.137,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,0,1,0,0
Shelby Harris,NT,27.057,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,1,2,0,0
Chris Harris,RCB,29.111,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,2,3,0,0
Adam Gotsis,DE,26.014,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,2,3,0,0
Todd Davis,ILB,26.143,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,5,1,6,0,0
Bradley Chubb,SLB,22.105,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,1,2,0,0
Keishawn Bierria,ILB,23.073,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,0,1,0,0
Shaquil Barrett,OLB,25.324,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,0.0,1,0,1,0,1
Charles Washington,S,25.211,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,1,0,1,0,0
Tracy Walker,DB,23.248,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,1,0,1,0,0
Teez Tabor,CB,22.280,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,1,0,1,0,0
Darius Slay,CB,27.279,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,5,0,5,0,0
DeShawn Shead,CB,29.101,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,2,1,3,0,0
A'Shawn Robinson,DT,23.200,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,1,0,1,0,0
Jalen Reeves-Maybin,LB,23.249,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,2,0,2,0,0
Glover Quin,FS,32.265,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,10,3,13,0,1
Romeo Okwara,DE,23.112,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,2.0,3,0,3,1,3
Cre'von LeBlanc,CB,24.074,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,1,0,1,0,0
Nevin Lawson,CB,27.167,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,1,0,1,0,0
Devon Kennard,OLB,27.105,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,1.0,1,0,1,1,1
Christian Jones,OLB,27.231,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,2,0,2,1,0
Da'Shawn Hand,DE,22.327,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,1.0,4,0,4,0,1
Quandre Diggs,SS,25.258,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,9,1,10,0,0
Jarrad Davis,MLB,22.325,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,5,3,8,0,1
Jamal Agnew,CB,23.187,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0.0,1,0,1,0,0
Tramon Williams,CB,35.205,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,3,0,3,0,0
Nick Perry,OLB,28.178,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,2,1,3,0,0
Antonio Morrison,LB,23.305,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,4,1,5,1,0
Blake Martinez,ILB,24.271,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,2.0,4,1,5,2,2
Dean Lowry,DL,24.120,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,3,0,3,0,0
Kevin King,CB,23.155,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,4,0,4,0,0
Josh Jackson,CB,22.187,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,2,0,2,0,0
Reggie Gilbert,LB,25.189,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,3,1,4,0,0
Mike Daniels,DE,29.155,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,2,0,2,0,1
James Crawford,LB,23.309,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,1,0,1,0,0
Ha Ha Clinton-Dix,S,25.290,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,1.0,2,0,2,1,1
Kenny Clark,NT,23.003,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,2,0,2,1,1
Oren Burks,ILB,23.200,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,4,0,4,0,0
Kentrell Brice,S,24.057,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0.0,3,0,3,0,0
Jarrod Wilson,S,24.240,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,2,0,2,0,0
Telvin Smith,WLB,27.179,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,7,6,13,0,0
Jalen Ramsey,LCB,23.348,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,4,0,4,0,0
Tyler Patmon,CB,27.254,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,2,1,3,0,0
Yannick Ngakoue,RDE,23.190,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,1.0,1,0,1,1,2
Quenton Meeks,DB,22.109,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,1,0,1,0,0
Lerentee McCray,DE,28.042,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,1,0,1,0,0
Abry Jones,DT,27.029,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,1,0,1,0,0
Malik Jackson,DT,28.269,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,1,0,1,0,2
Myles Jack,MLB,23.034,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,5,5,10,0,0
Tashaun Gipson,S,28.061,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,2,0,2,0,0
Dante Fowler,DE,24.065,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,0.0,1,0,1,0,0
